done,Bug Report ID,Coder,Reviewer,URL,TraceReplayer Sequence Step,OB ID,OB XML ID,OB,Sequence Step,Screenshot Path,(No Aug) Screenshot Path,Command SS,Command SS (NA),Bug type (from taxonomy),Bug type checking (ok/not),Bug type (final),OB category (Easy/Hard),OB category checking (ok/not),OB category (final),OB rating (1-5),OB Rating check,OB Rating (Final),Screen (Old),Screens (Causing),Components (causing) (old),Components (Causing),Screens (Manifesting),Components (Manisfesting),Ground-truth check,Comments,Comment (Antu),Screens (Causing) Final,Components (Causing) Final,Screens (Manifesting) Final,Components (Manifesting) Final,Discourse patterns,Comment (discourse pattern),Discussion
x,1197,,Antu,https://github.com/Swati4star/Images-to-PDF/issues/154,20,1,2.9,"7. Snackbar shows Password added, but nothing happens in the listing.",20,../burt/data/TraceReplayer-Data/TR1197/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20_augmented.png,../burt/data/TraceReplayer-Data/TR1197/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20.png,open ../burt/data/TraceReplayer-Data/TR1197/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20_augmented.png,open ../burt/data/TraceReplayer-Data/TR1197/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20.png,Undesirable  behavior ,,Undesirable  behavior ,Hard,,Hard,3,ok,3,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,"1,2,5","1,2,5",,,ok,,,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,"1,2,5",8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6,,"S_OB_NO_NOUN
S_OB_BUT_NEG",,
,,,,,,,,,,,,,,,,,,,,,,,8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6,,,,8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6,,ok,,,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,"1,2,5",cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c,,,,
,,,,,,,,,,,,,,,,,,,,,,,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,"1,2,5","1,2,5",,,ok,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c,,,,cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c,,ok,,,,,,,,,
x,1198,,Antu,https://github.com/Swati4star/Images-to-PDF/issues/158,20,0,0,[Bug] Encrypted PDF gets overwritten in case same pdf is encrypted again,20,../burt/data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20_augmented.png,../burt/data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20.png,open ../burt/data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20_augmented.png,open ../burt/data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20.png,Undesirable  behavior ,,Undesirable  behavior ,Easy,,Easy,5,ok,5,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,"1,2,5","1,2,5",,,ok,,The previous coding is okay.,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,"1,2,5",d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e,"22,23,24,25,26,27,28,29",S_OB_SIMPLE_PRESENT,,
,,,,,,,,,,,,,,,,,,,,,,,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,"1,2,5","1,2,5",,,ok,,,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,"1,2,5",,,,,
,,,,,,,,,,,,,,,,,,,,,,,d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e,,,,d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e,"22,23,24,25,26,27,28,29",ok,,,,,,,,,
x,1198,,Antu,https://github.com/Swati4star/Images-to-PDF/issues/158,20,1,2.8,7. The previous file abc_encrypted.pdf is overwritten,20,../burt/data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20_augmented.png,../burt/data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20.png,open ../burt/data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20_augmented.png,open ../burt/data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20.png,Undesirable  behavior ,,Undesirable  behavior ,Hard,,Hard,4,ok,4,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,"1,2,5","1,2,5",,,ok,,,4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f,"1,2,5",d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e,"22,23,24,25,26,27,28,29",S_OB_SIMPLE_PRESENT,,
,,,,,,,,,,,,,,,,,,,,,,,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,"1,2,5","1,2,5",,,ok,,,32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba,"1,2,5",,,,,
,,,,,,,,,,,,,,,,,,,,,,,d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e,,,,d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e,"22,23,24,25,26,27,28,29",ok,,,,,,,,,
x,1228,,Ying,https://github.com/codinguser/gnucash-android/issues/699,24,0,0,Transaction details screen footer disappears,24,../burt/data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash24_augmented.png,../burt/data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash24.png,open ../burt/data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash24_augmented.png,open ../burt/data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash24.png,Component disappear,,Component disappear,Easy,,Easy,3,ok,3,6aca96ddaeba3009c36baced343561974bc98c904965fc17a4e890e00c0d696c,,,,6aca96ddaeba3009c36baced343561974bc98c904965fc17a4e890e00c0d696c,,ok,,The previous coding is okay.,a7291515ec404bdc28434003a80fc0a8dad0cc4757513b3370b5cbe7666e37c5,2,6aca96ddaeba3009c36baced343561974bc98c904965fc17a4e890e00c0d696c,,S_OB_NEG_VERB,,
,,,,,,,,,,,,,,,,,,,,,,,87a5544dcc6304b2df3fef47fc628998eb2a18e78c1f3310f7d60cc018cb759e,,,,,,,,,b9fda98d0207b8db496f5dbb63cb78d5b2145be7097098664d425444f992e6e0,2,87a5544dcc6304b2df3fef47fc628998eb2a18e78c1f3310f7d60cc018cb759e,,,,
,,,,,,,,,,,,,,,,,,,,,,,a7291515ec404bdc28434003a80fc0a8dad0cc4757513b3370b5cbe7666e37c5,,2,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,b9fda98d0207b8db496f5dbb63cb78d5b2145be7097098664d425444f992e6e0,,2,2,,,,,,,,,,,,
x,1228,,Ying,https://github.com/codinguser/gnucash-android/issues/699,24,1,6.1,Footer removed (balance and date).,24,../burt/data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash24_augmented.png,../burt/data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash24.png,open ../burt/data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash24_augmented.png,open ../burt/data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash24.png,Component disappear,,Component disappear,Easy,,Easy,3,ok,3,6aca96ddaeba3009c36baced343561974bc98c904965fc17a4e890e00c0d696c,,,,6aca96ddaeba3009c36baced343561974bc98c904965fc17a4e890e00c0d696c,,ok,,,a7291515ec404bdc28434003a80fc0a8dad0cc4757513b3370b5cbe7666e37c5,2,6aca96ddaeba3009c36baced343561974bc98c904965fc17a4e890e00c0d696c,,S_OB_OBS_BEHAVIOR,unsure,
,,,,,,,,,,,,,,,,,,,,,,,87a5544dcc6304b2df3fef47fc628998eb2a18e78c1f3310f7d60cc018cb759e,,,,,,,,,b9fda98d0207b8db496f5dbb63cb78d5b2145be7097098664d425444f992e6e0,2,87a5544dcc6304b2df3fef47fc628998eb2a18e78c1f3310f7d60cc018cb759e,,,,
,,,,,,,,,,,,,,,,,,,,,,,a7291515ec404bdc28434003a80fc0a8dad0cc4757513b3370b5cbe7666e37c5,,2,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,b9fda98d0207b8db496f5dbb63cb78d5b2145be7097098664d425444f992e6e0,,2,2,,,,,,,,,,,,
x,1389,,Ying,https://github.com/y20k/transistor/issues/63,2,0,0,Crash when adding empty link,2,../burt/data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2_augmented.png,../burt/data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2.png,open ../burt/data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2_augmented.png,open ../burt/data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2.png,App crashes,,App crashes,Easy,,Easy,4,ok,4,70e70cfdab5caa3d52c61d98495ecb5ccdd699cba946770630c05bde21c1a44f,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,"1,4","1,4",2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,ok,,The previous coding is okay.,70e70cfdab5caa3d52c61d98495ecb5ccdd699cba946770630c05bde21c1a44f,"1,4",2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,S_OB_NEG_COND,,
,,,,,,,,,,,,,,,,,,,,,,,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,,,,,,,,,,,,,,
x,1389,,Ying,https://github.com/y20k/transistor/issues/63,2,1,1.2,"Open app -> tap to + button -> write ""abcde"" or leave a blank line -> tap to add button -> crash",2,../burt/data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2_augmented.png,../burt/data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2.png,open ../burt/data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2_augmented.png,open ../burt/data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2.png,App crashes,,App crashes,Easy,,Easy,5,ok,5,70e70cfdab5caa3d52c61d98495ecb5ccdd699cba946770630c05bde21c1a44f,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,"1,4","1,4",2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,ok,,,70e70cfdab5caa3d52c61d98495ecb5ccdd699cba946770630c05bde21c1a44f,"1,4",2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,S_OB_ERROR_NOUN_PHRASE,S_OB_ERROR_NOUN_PHRASE,fixed
,,,,,,,,,,,,,,,,,,,,,,,2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0,,,,,,,,,,,,,,,
x,1425,,Ying,https://github.com/brodeurlv/fastnfitness/issues/174,18,0,0,BMI wrong when weight is not in kg,18,../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18_augmented.png,../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18.png,open ../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18_augmented.png,open ../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18.png,Wrong information is displayed,,Wrong information is displayed,Easy,,Easy,5,ok,5,71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,"3,4,5,7","3,4,5,7",71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,,ok,,The previous coding is okay.,71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,"3,4,5,7",30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc,"22,23",S_OB_NEG_COND,,
,,,,,,,,,,,,,,,,,,,,,,,30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc,,,,,"22,23",,,,a5ec5afc028da74232daa3b1c0544dc8a33e8ade3a441021b8ffa946338bfc93,"3,4,5,7",,,,,
,,,,,,,,,,,,,,,,,,,,,,,a5ec5afc028da74232daa3b1c0544dc8a33e8ade3a441021b8ffa946338bfc93,,"3,4,5,7","3,4,5,7",,,,,,,,,,,,
x,1425,,Ying,https://github.com/brodeurlv/fastnfitness/issues/174,18,1,1.3,When the weight is set in lb or st the BMI calculated is wrong.,18,../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18_augmented.png,../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18.png,open ../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18_augmented.png,open ../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18.png,Wrong information is displayed,,Wrong information is displayed,Easy,,Easy,5,ok,5,71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,"3,4,5,7","3,4,5,7",71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,,ok,,,71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,"3,4,5,7",30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc,"22,23",S_OB_COND_NEG,,
,,,,,,,,,,,,,,,,,,,,,,,30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc,,,,,"22,23",,,,a5ec5afc028da74232daa3b1c0544dc8a33e8ade3a441021b8ffa946338bfc93,"3,4,5,7",,,,,
,,,,,,,,,,,,,,,,,,,,,,,a5ec5afc028da74232daa3b1c0544dc8a33e8ade3a441021b8ffa946338bfc93,,"3,4,5,7","3,4,5,7",,,,,,,,,,,,
x,1425,,Ying,https://github.com/brodeurlv/fastnfitness/issues/174,18,2,3.3,See error,18,../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18_augmented.png,../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18.png,open ../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18_augmented.png,open ../burt/data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness18.png,Wrong information is displayed,,Wrong information is displayed,Hard,,Hard,1,ok,1,71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,,"3,4,5,7","3,4,5,7",71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,,ok,,,71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2,"3,4,5,7",30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc,"22,23",S_OB_VERB_ERROR,,
,,,,,,,,,,,,,,,,,,,,,,,30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc,,,,,"22,23",,,,a5ec5afc028da74232daa3b1c0544dc8a33e8ade3a441021b8ffa946338bfc93,"3,4,5,7",,,,,
,,,,,,,,,,,,,,,,,,,,,,,a5ec5afc028da74232daa3b1c0544dc8a33e8ade3a441021b8ffa946338bfc93,,"3,4,5,7","3,4,5,7",,,,,,,,,,,,
x,1446,,Ying,https://github.com/cohenadair/anglers-log/issues/43,18,0,1.1,"Trying to edit fishing spots adds a new one to the list, and the coordinates of the existing fishing spot are not updated.",18,../burt/data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog18_augmented.png,../burt/data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog18.png,open ../burt/data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog18_augmented.png,open ../burt/data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog18.png,Wrong information is displayed,,Wrong information is displayed,Easy,,Easy,5,ok,5,5c3c553f3245d2384f8eb39cb66b17f108e47e081471aa8a49c614b202eb04de,5c3c553f3245d2384f8eb39cb66b17f108e47e081471aa8a49c614b202eb04de,2,2,5c3c553f3245d2384f8eb39cb66b17f108e47e081471aa8a49c614b202eb04de,,ok,,The previous coding is okay.,5c3c553f3245d2384f8eb39cb66b17f108e47e081471aa8a49c614b202eb04de,2,98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b,"7,8,9,10,11,12",S_OB_NEG_ADV_ADJ,,
,,,,,,,,,,,,,,,,,,,,,,,8b5a18f5c5cb88b89e525b3db83ba17103ba9bae1267a3448240290256e1ce02,,2,2,,,,,,8b5a18f5c5cb88b89e525b3db83ba17103ba9bae1267a3448240290256e1ce02,2,f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,"7,8,9",,,
,,,,,,,,,,,,,,,,,,,,,,,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,,2,2,,,,,,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b,,,,,"7,8,9,10,11,12",,,,c6a38cab879a0de973920dcc4a907c23e3c4447789675a166153cbc73cf222b4,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c6a38cab879a0de973920dcc4a907c23e3c4447789675a166153cbc73cf222b4,,2,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,,,,,"7,8,9",,,,,,,,,,
x,1446,,Ying,https://github.com/cohenadair/anglers-log/issues/43,18,1,3.5,5. There will be two of the same spot showing in the list,18,../burt/data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog18_augmented.png,../burt/data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog18.png,open ../burt/data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog18_augmented.png,open ../burt/data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog18.png,Undesirable component,,Undesirable component,Easy,,Easy,4,ok,4,5c3c553f3245d2384f8eb39cb66b17f108e47e081471aa8a49c614b202eb04de,,2,2,5c3c553f3245d2384f8eb39cb66b17f108e47e081471aa8a49c614b202eb04de,,ok,,,5c3c553f3245d2384f8eb39cb66b17f108e47e081471aa8a49c614b202eb04de,2,98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b,"7,8,9,10,11,12",S_OB_OBS_BEHAVIOR,,
,,,,,,,,,,,,,,,,,,,,,,,8b5a18f5c5cb88b89e525b3db83ba17103ba9bae1267a3448240290256e1ce02,,2,2,,,,,,8b5a18f5c5cb88b89e525b3db83ba17103ba9bae1267a3448240290256e1ce02,2,f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,"7,8,9",,,
,,,,,,,,,,,,,,,,,,,,,,,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,,2,2,,,,,,413305e49db306c713723339ca02549232cf00c8257937dbe4be5650275802ea,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b,,,,,"7,8,9,10,11,12",,,,c6a38cab879a0de973920dcc4a907c23e3c4447789675a166153cbc73cf222b4,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c6a38cab879a0de973920dcc4a907c23e3c4447789675a166153cbc73cf222b4,,2,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3,,,,,"7,8,9",,,,,,,,,,
x,1568,,Ying,https://github.com/lfuelling/lrkFM/issues/44,8,0,0,Crash when using the checkboxes,8,../burt/data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm8_augmented.png,../burt/data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm8.png,open ../burt/data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm8_augmented.png,open ../burt/data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm8.png,App crashes,,App crashes,Hard,,Hard,3,ok,3,80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c,80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c,"3,8,13","3,8,13",not found: crash page,,ok,,The previous coding is okay.,80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c,"3,8,13",322fee6d2791b7cb6ac7e9adcbc7303e4fc4af31aca6b715a500c1322e2616d8,,S_OB_NEG_COND,,
,,,,,,,,,,,,,,,,,,,,,,,322fee6d2791b7cb6ac7e9adcbc7303e4fc4af31aca6b715a500c1322e2616d8,,,,,,,,,c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c,"3,8,13,18,23,28,33,38,43,48",,,,,
,,,,,,,,,,,,,,,,,,,,,,,c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c,,"3,8,13,18,23,28,33,38,43,48","3,8,13,18,23,28,33,38,43,48",,,,,,,,,,,,
